1|19426
2|25428
3|22603
4|12890
5|21642
6|20265
7|23061
8|25201
9|27242
10|12819
11|16190
12|17494
13|18480
14|19235
15|18954
16|17039
17|22618
18|18865
19|17023
20|15826
21|15795
22|23457
23|25411
24|19907
25|35377
26|24798
27|18881
28|19385
29|27057
30|21003
31|13175
32|18583
33|15731
34|26026
35|13996
36|14915
37|21275
38|10114
39|19049
40|20532
41|17096
42|12982
43|22719
44|14128
45|14428
46|21295
47|20216
48|21786
49|21635
50|10139
51|16355
52|18078
53|26891
54|12516
55|25901
56|16474
57|16064
58|22460
59|20883
60|17599
61|22784
62|26345
63|16966
64|21283
65|8939
66|7017
67|27025
68|23905
69|30743
70|24663
71|20784
72|26381
73|26857
74|21314
75|27913
76|23120
77|18976
78|28561
79|16649
80|20555
81|10528
82|29291
83|21074
84|9731
85|13109
86|10543
87|17884
88|16766
89|20829
90|33198
91|12991
92|15826
93|19340
94|23710
95|19484
96|27916
97|15959
98|25238
99|26813
100|24637
101|20231
102|26619
103|19248
104|18116
105|22245
106|15501
107|23857
108|17723
109|20694
110|17783
111|21721
112|22207
113|18999
114|16840
115|13583
116|25866
117|15231
118|19777
119|9297
120|21151
121|30366
122|10549
123|23522
124|29782
125|18685
126|12010
127|26300
128|25373
129|20230
130|24074
131|17471
132|17740
133|13512
134|25014
135|19607
136|26901
137|21452
138|11542
139|16468
140|13562
141|16154
142|16166
143|20353
144|14015
145|9525
146|22934
147|20920
148|18261
149|19738
150|15624
151|11545
152|8931
153|22472
154|16189
155|13976
156|18217
157|13295
158|20276
159|22587
160|23664
161|28144
162|14314
163|27667
164|9702
165|19852
166|29112
167|22226
168|18236
169|27925
170|21445
171|26678
172|23382
173|23055
174|17413
175|30994
176|17959
177|20187
178|19908
179|16396
180|10198
181|6995
182|23048
183|13552
184|23493
185|22978
186|19776
187|24224
188|13615
189|18956
190|13820
191|20273
192|13378
193|21122
194|17850
195|16054
196|12204
197|28857
198|27971
199|27451
200|18251
201|15700
202|19926
203|17151
204|19050
205|29088
206|10750
207|29913
208|26938
209|17613
210|26557
211|21765
212|23042
213|31317
214|21677
215|12884
216|24027
217|13178
218|14116
219|8121
220|20480
221|18955
222|32813
223|7222
224|24817
225|18024
226|17548
227|22250
228|14472
229|16656
230|19585
231|17463
232|17118
233|14373
234|4864
235|25830
236|16918
237|20507
238|25635
239|24172
240|14958
241|11244
242|16264
243|17993
244|21084
245|24377
246|26020
247|30339
248|30961
249|22429
250|20451
251|27196
252|19885
253|12312
254|13310
255|26417
256|22069
257|20670
258|24694
259|15602
260|15080
261|25876
262|28988
263|20744
264|28780
265|13808
266|11561
267|26882
268|18426
269|16364
270|20780
271|21147
272|24915
273|11748
274|26528
275|20086
276|9667
277|30761
278|20634
279|18334
280|5528
281|10636
282|14713
283|11322
284|13193
285|12822
286|17026
287|29095
288|26557
289|22818
290|12586
291|22139
292|24113
293|23708
294|22069
295|20766
296|20327
297|18492
298|24062
299|8737
300|23360
301|22007
302|28592
303|23676
304|7525
305|10295
306|27447
307|14701
308|9364
309|17494
310|19299
311|13915
312|10029
313|12242
314|15307
315|23015
316|34515
317|14694
318|24182
319|28845
320|19699
321|14070
322|24695
323|21578
324|22991
325|20329
326|18565
327|20123
328|26492
329|20504
330|22789
331|22190
332|16847
333|16023
334|11413
335|26883
336|21152
337|25795
338|18875
339|19886
340|28464
341|25019
342|13434
343|16161
344|23705
345|28185
346|28030
347|20091
348|21437
349|18628
350|12822
351|19059
352|14348
353|31056
354|20903
355|24060
356|15359
357|25042
358|23142
359|19806
360|22691
361|20184
362|33278
363|13333
364|31310
365|21771
366|27553
367|19576
368|11652
369|9998
370|17242
371|20700
372|12107
373|17931
374|22734
375|19581
376|18288
377|18240
378|19411
379|12115
380|23480
381|26322
382|26540
383|21059
384|22244
385|19356
386|15096
387|28558
388|20420
389|19109
390|11205
391|25428
392|8566
393|14782
394|21993
395|16646
396|17553
397|16366
398|16352
399|24669
400|17738
401|16991
402|18361
403|30469
404|17427
405|22580
406|24318
407|29861
408|21106
409|20926
410|16941
411|31965
412|19083
413|30753
414|21902
415|4860
416|16929
417|19398
418|24844
419|16347
420|28441
421|25330
422|18157
423|25524
424|18365
425|27425
426|18218
427|19507
428|18351
429|20999
430|16658
431|8497
432|19316
433|20132
434|24425
435|22127
436|24711
437|17615
438|20639
439|22449
440|23188
441|24996
442|24764
443|22063
444|17589
445|27968
446|18726
447|12181
448|13591
449|19232
450|18310
451|23871
452|26528
453|28061
454|15673
455|27484
456|23054
457|25366
458|20503
459|13146
460|26594
461|7092
462|13266
463|21364
464|28206
465|26938
466|21884
467|28566
468|16831
469|22906
470|14457
471|18641
472|13231
473|20193
474|22619
475|17758
476|29362
477|13024
478|20907
479|24220
480|11331
481|18421
482|16032
483|32813
484|20290
485|15945
486|20844
487|24784
488|10978
489|15162
490|24095
491|22381
492|21771
493|13046
494|17762
495|33774
496|22879
497|30802
498|20954
499|21781
500|20237
501|25825
502|14261
503|21356
504|15939
505|21157
506|24503
507|18925
508|23074
509|23947
510|28063
511|21358
512|23741
513|18607
514|18856
515|23218
516|20294
517|20539
518|24978
519|22090
520|21052
521|19691
522|18605
523|20357
524|27498
525|17388
526|19464
527|27487
528|21519
529|14832
530|11495
531|20172
532|21779
533|11463
534|19472
535|16586
536|17168
537|13544
538|24701
539|35062
540|18445
541|16064
542|17441
543|13993
544|30311
545|31719
546|19781
547|21701
548|25081
549|23745
550|13947
551|14081
552|19378
553|17854
554|31713
555|14493
556|15017
557|18661
558|18589
559|22395
560|25765
561|22974
562|19664
563|22212
564|20293
565|22632
566|29309
567|15552
568|26129
569|8380
570|24527
571|11011
572|23551
573|21113
574|7535
575|8806
576|16117
577|18472
578|23777
579|15818
580|22334
581|16189
582|20135
583|17938
584|27330
585|26183
586|11191
587|27298
588|12428
589|17333
590|15965
591|16923
592|16456
593|12652
594|10540
595|19977
596|21156
597|21319
598|7594
599|27139
600|27243
601|15933
602|20617
603|10160
604|8140
605|18168
606|15776
607|12200
608|22020
609|22865
610|15866
611|8738
612|26970
613|18566
614|24924
615|12370
616|21088
617|23205
618|21153
619|17917
620|14162
621|21414
622|17375
623|21355
624|20740
625|26372
626|19758
627|16775
628|18404
629|15238
630|16684
631|24919
632|13890
633|16207
634|13885
635|19750
636|25223
637|19141
638|23775
639|20931
640|25219
641|17094
642|20816
643|23109
644|26633
645|20336
646|21623
647|31073
648|23768
649|13748
650|22393
651|13019
652|16164
653|8024
654|8072
655|17805
656|6200
657|14992
658|19337
659|11507
660|8021
661|4936
662|7241
663|15375
664|13506
665|4596
666|7150
667|3392
668|14449
669|15580
670|13304
671|9036
672|12138
673|11283
674|12986
675|5662
676|11139
677|9658
678|16678
679|10553
680|1370
681|6675
682|10379
683|6786
684|12614
685|15759
686|9701
687|12518
688|10311
689|6872
690|9883
691|16683
692|12336
693|9112
694|15405
695|6679
696|7857
697|5663
698|10821
699|7351
700|14315
701|7833
702|23145
703|10786
704|17259
705|14109
706|23066
707|31852
708|24636
709|32244
710|20375
711|12242
712|9970
713|10745
714|18742
715|25385
716|18169
717|20696
718|19846
719|18473
720|16107
721|14412
722|12425
723|23232
724|7877
725|12757
726|17108
727|15581
728|13696
729|17767
730|25635
731|20598
732|24231
733|11661
734|25663
735|20070
736|23856
737|9365
738|20290
739|22322
740|26759
741|20918
742|22629
743|26115
744|9887
745|25012
746|19374
747|13482
748|20820
749|14563
750|25507
751|26087
752|15264
753|15288
754|24098
755|27607
756|28656
757|25553
758|10052
759|14476
760|28566
761|20722
762|14435
763|22908
764|11209
765|23232
766|18242
767|7160
768|22654
769|19925
770|20233
771|30896
772|11799
773|14997
774|10691
775|20773
776|16972
777|22575
778|4851
779|18911
780|14249
781|24598
782|23879
783|20098
784|23246
785|11605
786|27227
787|27528
788|27096
789|22083
790|18126
791|22734
792|20584
793|22966
794|23873
795|12075
796|22015
797|18181
798|22904
799|23717
800|25684
801|17564
802|22062
803|31337
804|17434
805|16466
806|11754
807|21128
808|19520
809|16363
810|25005
811|17089
812|25537
813|11783
814|14105
815|14230
816|16663
817|22560
818|24162
819|16722
820|18211
821|27292
822|26468
823|24537
824|25359
825|18909
826|14197
827|27989
828|20212
829|15681
830|20092
831|27280
832|20678
833|15966
834|24593
835|20272
836|21130
837|23166
838|25258
839|21551
840|20111
841|22215
842|13258
843|4518
844|16417
845|23392
846|22175
847|20524
848|10755
849|26150
850|24525
851|19733
852|5587
853|19750
854|27458
855|7645
856|14989
857|35817
858|21728
859|21624
860|7980
861|26623
862|21526
863|14859
864|24076
865|25249
866|15618
867|14958
868|15493
869|21112
870|18781
871|16361
872|28576
873|19742
874|11132
875|30808
876|14747
877|12078
878|17768
879|12791
880|10785
881|24945
882|25026
883|28791
884|9752
885|23396
886|20387
887|22781
888|32325
889|16262
890|17883
891|19011
892|21857
893|21918
894|17752
895|20943
896|27037
897|22596
898|20499
899|13431
900|11625
901|28467
902|34478
903|19630
904|14900
905|19800
906|22032
907|25998
908|15286
909|17578
910|14570
911|24813
912|21368
913|8047
914|13557
915|25449
916|20185
917|31189
918|9843
919|16014
920|20145
921|19580
922|14878
923|11439
924|30667
925|12472
926|17878
927|22954
928|25779
929|22611
930|24658
931|11680
932|18624
933|18821
934|23709
935|17550
936|23293
937|14380
938|15915
939|15073
940|13919
941|22506
942|28677
943|25526
944|14034
945|26157
946|16175
947|23783
948|11835
949|20594
950|23056
951|23843
952|25087
953|13043
954|14050
955|20985
956|27463
957|28780
958|15228
959|23757
960|30012
961|28104
962|14340
963|16521
964|15849
965|17947
966|30296
967|24091
968|17398
969|17641
970|21201
971|16546
972|20739
973|22949
974|16513
975|13583
976|11623
977|18994
978|16962
979|32638
980|18988
981|21981
982|20375
983|11425
984|26975
985|11182
986|18427
987|13213
988|15763
989|16687
990|26010
991|8181
992|15870
993|19879
994|20461
995|23299
996|15888
997|16337
998|20146
999|15992
1000|19578
